,animeID,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score,name,source,producers,genre,studio
830,1007,6,FALSE,850,2805,21229,56,11231,7.83,Ranma ½ OVA,Manga,Pony Canyon,Comedy,unknown
831,1008,2,FALSE,1052,3480,13732,37,6858,7.73,Ranma ½ Specials,Manga,Pony Canyon,Comedy,Gainax
832,1009,1,FALSE,9868,7046,2287,4,1169,4.85,Battle Spirits: Ryuuko no Ken,Game,Starchild Records,Action,unknown
833,1010,1,FALSE,1778,3711,11664,5,5908,7.47,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Unknown,Fuji TV,Action,Studio Deen
834,1011,3,FALSE,999,3600,12672,19,6073,7.75,Ranma ½ Super,Manga,unknown,Adventure,Sunrise
835,1012,2,FALSE,5551,8332,1275,2,633,6.56,Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,Manga,Bandai Visual,Comedy,Madhouse
836,1013,24,FALSE,2434,1900,41773,231,10860,7.31,Le Chevalier D'Eon,Original,WOWOW,Historical,Production I.G
837,1014,2,FALSE,3375,5528,4402,14,1890,7.07,Chicchana Yukitsukai Sugar Specials,Original,Kadokawa Shoten,Slice of Life,J.C.Staff
838,1015,1,FALSE,1014,1482,59676,101,35586,7.74,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Manga,Kadokawa Shoten,Comedy,Kyoto Animation
839,1016,2,FALSE,2858,2217,32320,147,15920,7.2,Gunnm,Manga,animate Film,Drama,Madhouse
840,1017,24,FALSE,2631,2522,25633,153,9754,7.26,Majutsushi Orphen,Light novel,Kadokawa Shoten,Action,J.C.Staff
841,1018,23,FALSE,3961,3778,11153,24,4744,6.92,Majutsushi Orphen: Revenge,Unknown,Kadokawa Shoten,Adventure,J.C.Staff
842,1019,13,FALSE,4970,3227,16076,76,5797,6.68,Honoo no Mirage,Light novel,Aniplex,Action,Madhouse
843,1021,44,FALSE,1665,4032,9690,112,2941,7.5,Kaikan Phrase,Manga,TV Tokyo,Drama,Studio Hibari
844,1022,12,FALSE,3468,4605,6954,27,2693,7.05,Generator Gawl,Original,unknown,Action,Tatsunoko Production
845,1023,4,FALSE,465,1763,46288,300,25370,8.09,Wolf's Rain OVA,Original,Asatsu DK,Sci-Fi,Bones
846,1025,13,FALSE,3353,2821,20971,87,5669,7.08,Kachou Ouji,Original,Pioneer LDC,Sci-Fi,AIC
847,1026,2,FALSE,7092,6445,2999,2,1034,6.19,Yakumotatsu,Manga,Bandai Visual,Adventure,Studio Pierrot
848,1027,2,FALSE,8911,8091,1420,1,601,5.5,Psychic Force,Game,Triangle Staff,Action,unknown
849,1029,1,FALSE,1370,1440,62501,509,30092,7.6,Omoide Poroporo,Manga,Tokuma Shoten,Slice of Life,Studio Ghibli
850,1030,1,FALSE,2098,1700,48953,147,28179,7.39,Heisei Tanuki Gassen Ponpoko,Original,Daiei,Kids,Studio Ghibli
851,1032,1,FALSE,3957,5286,4941,9,2221,6.92,Kumo no You ni Kaze no You ni,Novel,Yomiko Advertising,Adventure,Studio Pierrot
852,1033,1,FALSE,244,1064,88560,1358,41879,8.31,Sennen Joyuu,Original,Bandai Visual,Action,Madhouse
853,1035,26,FALSE,4522,6701,2693,3,800,6.78,Patalliro Saiyuuki!,Unknown,unknown,Adventure,Magic Bus
854,1036,2,FALSE,7620,5644,4188,3,1843,6.03,Kashou no Tsuki: Aki Kyougen,Manga,Tokyo Kids,Historical,unknown
855,1037,6,FALSE,7575,4568,7113,12,2151,6.05,Saint Beast: Seijuu Kourin-hen,Unknown,Lantis,Action,unknown
856,1039,2,FALSE,5796,6577,2848,1,1253,6.5,Mizuiro (2003),Visual novel,NEC Avenue,Romance,OLM
857,1043,2,FALSE,4531,3475,13779,31,6567,6.78,Tokyo Babylon,Manga,animate Film,Action,Madhouse
858,1044,1,FALSE,5463,5164,5224,9,2624,6.58,Taiyou no Ouji: Horus no Daibouken,Other,unknown,Adventure,Toei Animation
859,1046,12,FALSE,3190,4062,9458,9,5067,7.12,Elf wo Karu Mono-tachi II,Manga,Group TAC,Adventure,unknown
860,1047,1,FALSE,1551,2942,19211,52,10979,7.54,On Your Mark,Music,unknown,Drama,Studio Ghibli
861,1048,13,FALSE,6043,2952,19142,56,5892,6.44,The SoulTaker: Tamashii-gari,Original,WOWOW,Demons,Tatsunoko Production
862,1049,1,FALSE,3664,4068,9407,18,3506,7,Cello Hiki no Gauche (1982),Book,Studio Ghibli,Music,Oh! Production
863,1050,76,FALSE,1446,1540,56144,816,20539,7.57,Bobobo-bo Bo-bobo,Manga,Avex Entertainment,Sci-Fi,Toei Animation
864,1052,3,FALSE,8876,8266,1310,2,429,5.52,Tokyo Juushouden,Unknown,KSS,Action,unknown
865,1053,2,FALSE,9518,7183,2155,2,841,5.17,Tokyo Daigaku Monogatari,Unknown,Shinkuukan,Comedy,unknown
866,1055,6,FALSE,7519,2816,21057,67,7640,6.06,Blame!,Manga,unknown,Sci-Fi,Group TAC
867,1056,1,FALSE,6953,5265,4971,8,2621,6.22,Good Morning Call,Manga,Nihon Ad Systems,Comedy,Production I.G
868,1057,16,FALSE,6424,5542,4363,8,1850,6.35,Ippatsu Kiki Musume,Unknown,TBS,Action,Group TAC
869,1058,4,FALSE,8427,8180,1363,1,466,5.72,Kidou Shinsengumi Moeyo Ken,Game,Trinet Entertainment,Adventure,unknown
870,1059,2,FALSE,9247,7298,2041,10,1094,5.33,Mutant Turtles: Choujin Densetsu-hen,Unknown,Bee Media,Action,unknown
871,1060,24,FALSE,1747,2231,31874,262,12303,7.48,Oruchuban Ebichu,Manga,Group TAC,Comedy,Gainax
872,1062,27,FALSE,5450,4391,7868,55,3402,6.58,Nekojiru Gekijou Jirujiru Original,Manga,Japan Home Video,Action,unknown
873,1064,7,FALSE,2022,4745,6492,48,2820,7.41,Mazinkaiser,Manga,Bandai Visual,Adventure,"""Brains Base"""
874,1065,101,FALSE,449,2958,19050,359,5697,8.1,Touch,Manga,Group TAC,Drama,Studio Gallop
875,1066,4,FALSE,2971,2290,30294,37,16098,7.18,Shakugan no Shana Specials,Unknown,unknown,Comedy,J.C.Staff
876,1067,12,FALSE,5168,2298,30168,44,10906,6.64,Kishin Houkou Demonbane (TV),Visual novel,unknown,Action,View Works
877,1068,54,FALSE,4239,7451,1919,8,621,6.84,Chou Denji Robo Combattler V,Unknown,Studio Nue,Adventure,Sunrise
878,1069,40,FALSE,1592,5597,4279,51,2067,7.52,Chou Denji Machine Voltes V,Original,TV Asahi,Action,Sunrise
879,1070,25,FALSE,5014,4707,6599,8,1339,6.67,Love Get Chu,Visual novel,unknown,Comedy,Radix
880,1071,1,FALSE,6681,6981,2364,0,904,6.29,Memories Off #5 Togireta Film The Animation,Visual novel,unknown,Romance,Doga Kobo
881,1072,5,FALSE,1647,2292,30269,194,13958,7.51,Sweat Punch,Unknown,Beyond C.,Action,Studio 4°C
882,1074,1,FALSE,4215,1569,54898,176,30344,6.85,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,Game,unknown,Adventure,Studio Pierrot
883,1075,1,FALSE,9174,8532,1156,1,546,5.38,Netrun-mon the Movie,Unknown,unknown,Comedy,Studio Hibari
884,1076,1,FALSE,8182,7883,1558,0,695,5.83,Wizardry,Game,unknown,Action,TMS Entertainment
885,1078,1,FALSE,1861,2585,24554,423,12951,7.44,Cardcaptor Sakura: Kero-chan ni Omakase!,Manga,NHK,Comedy,Madhouse
886,1079,4,FALSE,3141,2853,20503,103,9362,7.13,Armitage III,Original,Pioneer LDC,Action,AIC
887,1080,5,FALSE,2678,3573,12947,126,5024,7.25,Sentou Yousei Yukikaze,Novel,Bandai Visual,Action,Gonzo
888,1081,13,FALSE,1984,5315,4880,21,1703,7.42,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,Unknown,VAP,Action,Madhouse
889,1082,24,FALSE,4283,3860,10608,23,3465,6.83,Hikari to Mizu no Daphne,Original,Genco,Sci-Fi,J.C.Staff
890,1083,13,FALSE,6104,6976,2369,1,492,6.42,Human Crossing,Manga,TV Tokyo,Drama,A.C.G.T.
891,1084,2,FALSE,7529,4476,7470,8,3674,6.06,I''s,Manga,unknown,Romance,Studio Pierrot
892,1085,3,FALSE,5532,4021,9757,17,3926,6.56,Interlude,Visual novel,Happinet Pictures,Adventure,Toei Animation
893,1086,26,FALSE,2736,3196,16349,29,6104,7.23,Kenran Butou Sai: The Mars Daybreak,Original,unknown,Adventure,Bones
894,1087,48,FALSE,1237,2604,24324,390,7006,7.65,Kimagure Orange?Road,Manga,Toho,Slice of Life,Studio Pierrot
895,1088,36,FALSE,546,1427,63682,1350,22944,8.02,Macross,Original,Studio Nue,Action,Artland
896,1089,1,FALSE,512,2404,27789,476,14100,8.04,Macross: Do You Remember Love?,Original,Mainichi Broadcasting System,Action,Artland
897,1090,1,FALSE,2192,2921,19448,26,11054,7.37,Mobile Suit Gundam I,Original,Sotsu,Action,Sunrise
898,1091,1,FALSE,1745,3173,16559,17,9593,7.48,Mobile Suit Gundam II: Soldiers of Sorrow,Original,Sotsu,Action,Sunrise
899,1092,1,FALSE,827,3169,16583,64,9309,7.84,Mobile Suit Gundam III: Encounters in Space,Original,Sotsu,Action,Sunrise
900,1093,136,FALSE,6812,8994,912,3,95,6.26,Oishinbo,Manga,TV Asahi,Comedy,Shin-Ei Animation
901,1094,1,FALSE,2159,2633,23816,30,12108,7.38,One Piece: Umi no Heso no Daibouken-hen,Manga,unknown,Action,Toei Animation
902,1095,1,FALSE,1480,2719,22527,121,10668,7.56,Kidou Keisatsu Patlabor the Movie,Original,Bandai Visual,Military,Production I.G
903,1096,1,FALSE,789,3061,17862,289,8385,7.86,Kidou Keisatsu Patlabor 2 the Movie,Original,Bandai Visual,Sci-Fi,Production I.G
904,1097,13,FALSE,7472,4417,7747,11,2405,6.08,Lime-iro Senkitan,Visual novel,KSS,Drama,Studio Hibari
905,1098,13,FALSE,7651,4416,7749,9,3141,6.02,Samurai Girl Real Bout High School,Light novel,unknown,Adventure,Gonzo
906,1099,1,FALSE,7417,7732,1675,4,600,6.1,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Unknown,unknown,Adventure,unknown
907,1100,3,FALSE,6892,6688,2702,2,720,6.24,Soreyuke! Uchuu Senkan Yamamoto Yohko,Novel,Kadokawa Shoten,Sci-Fi,J.C.Staff
908,1101,1,FALSE,2924,3660,12114,13,6522,7.19,Tenchi Muyou! Manatsu no Eve,Unknown,Geneon Universal Entertainment,Action,AIC
909,1102,5,FALSE,9980,6630,2772,3,1319,4.72,Urda,Unknown,unknown,Action,Romanov Films
910,1103,13,FALSE,4576,3771,11209,27,3414,6.77,Shinkon Gattai Godannar!!,Original,AIC,Ecchi,OLM
911,1104,13,FALSE,3572,4944,5855,5,2478,7.03,Shinkon Gattai Godannar!! 2nd Season,Unknown,unknown,Ecchi,OLM
912,1105,6,FALSE,8845,5374,4723,0,1670,5.53,Digital Juice,Unknown,Beyond C.,Comedy,Studio 4°C
913,1106,1,FALSE,7616,4636,6831,15,2840,6.03,Eikyuu Kazoku,Unknown,Beyond C.,Psychological,Studio 4°C
914,1107,1,FALSE,5889,2836,20741,83,9111,6.48,Youjuu Toshi,Novel,Japan Home Video,Action,Madhouse
915,1108,26,FALSE,2918,3569,12991,70,5564,7.19,Senkaiden Houshin Engi,Manga,TV Tokyo Music,Magic,Studio Deen
916,1109,1,FALSE,4769,4430,7684,10,3172,6.73,Monster Extra: Hottan,Manga,VAP,Drama,Madhouse
917,1110,39,FALSE,2907,2525,25612,223,13187,7.19,Mermaid Melody Pichi Pichi Pitch Pure,Manga,Synergy Japan,Adventure,Actas
918,1111,1,FALSE,3823,4903,5993,1,2299,6.96,Vandread: Gekitou-hen,Original,unknown,Action,Gonzo
919,1112,1,FALSE,4153,4897,5999,3,2377,6.87,Vandread: Taidou-hen,Original,unknown,Action,Gonzo
920,1115,1,FALSE,8141,6901,2442,2,1062,5.84,Handsome Girl,Manga,Shueisha,Romance,J.C.Staff
921,1116,1,FALSE,2703,5813,3906,4,1381,7.24,Junkers Come Here,Novel,Bandai Visual,Slice of Life,Triangle Staff
922,1117,1,FALSE,1880,931,105837,165,70430,7.44,Pokemon: Maboroshi no Pokemon Lugia Bakutan,Game,Studio Jack,Adventure,OLM
923,1118,1,FALSE,3051,972,99369,96,64918,7.16,Pokemon: Kesshoutou no Teiou Entei,Game,Studio Jack,Action,OLM
924,1119,1,FALSE,3565,1134,81796,59,52414,7.03,Pokemon: Celebi Toki wo Koeta Deai,Game,Studio Jack,Adventure,OLM
925,1120,1,FALSE,2522,1466,60806,86,38520,7.29,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,Game,Studio Jack,Adventure,OLM
926,1121,1,FALSE,4112,1535,56344,60,35324,6.88,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,Game,TV Tokyo,Adventure,OLM
927,1122,1,FALSE,3406,1448,61851,67,38701,7.07,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Game,Studio Jack,Action,OLM
928,1123,25,FALSE,4452,4902,5992,5,2696,6.79,Bouken Ou Beet Excellion,Manga,TV Tokyo,Adventure,Toei Animation
929,1124,1,FALSE,2677,4767,6398,10,3140,7.25,Seikai no Danshou: Tanjou,Light novel,Bandai Visual,Military,Sunrise
930,1126,13,FALSE,2460,4139,9039,49,2336,7.3,Figure 17: Tsubasa & Hikaru,Original,Bandai Visual,Sci-Fi,OLM
931,1127,12,FALSE,4265,3394,14551,43,5397,6.84,UFO Princess Valkyrie,Manga,Media Factory,Comedy,TNK
932,1128,12,FALSE,3457,4494,7385,14,3376,7.06,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,Manga,Media Factory,Comedy,TNK
933,1129,1,FALSE,3822,6501,2929,1,1315,6.96,UFO Princess Valkyrie: Special,Manga,Media Factory,Sci-Fi,TNK
934,1130,1,FALSE,5141,4816,6212,17,2715,6.65,Windaria,Original,Kaname Productions,Action,Studio Gallop
935,1132,50,FALSE,2694,954,101505,465,62214,7.24,Digimon Frontier,Original,Yomiko Advertising,Action,Toei Animation
936,1133,26,FALSE,2750,2757,22038,124,10501,7.23,Tenchi Muyou! GXP,Original,VAP,Action,AIC
937,1135,1,FALSE,3084,4083,9359,9,4193,7.15,Munto: Toki no Kabe wo Koete,Original,Animation Do,Action,Kyoto Animation
938,1136,26,FALSE,4955,3896,10423,64,2921,6.68,Betterman,Original,unknown,Action,Sunrise
939,1137,32,FALSE,3400,3772,11197,60,5811,7.07,Mushrambo,Original,TV Asahi,Sci-Fi,Toei Animation
940,1138,52,FALSE,3205,1968,39208,185,22257,7.12,Medarot,Game,TV Tokyo,Adventure,Bee Train
941,1139,13,FALSE,7478,10227,485,1,162,6.08,Monkey Magic,Novel,unknown,Kids,Group TAC
942,1140,1,FALSE,2857,1541,56113,166,29062,7.2,Giniro no Kami no Agito,Original,GDH,Adventure,Gonzo
943,1141,1,FALSE,5452,5428,4604,8,1844,6.58,Palme no Ki,Unknown,Genco,Adventure,Palm Studio
944,1142,12,FALSE,222,1230,75771,878,40337,8.32,Hachimitsu to Clover II,Manga,Genco,Drama,J.C.Staff
945,1143,1,FALSE,5198,2949,19152,12,9448,6.63,.hack//Intermezzo,Original,unknown,Adventure,Bee Train
946,1144,1,FALSE,2647,3669,12057,21,6255,7.26,Tenchi Muyou! in Love 2: Haruka Naru Omoi,Unknown,AIC,Romance,unknown
947,1145,25,FALSE,2735,4339,8082,24,1825,7.23,Kaze no Youjinbou,Original,unknown,Action,Studio Pierrot
948,1146,1,FALSE,1892,3807,10982,11,5812,7.44,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,Original,Pioneer LDC,Comedy,AIC
949,1148,4,FALSE,7657,5220,5075,16,1640,6.02,Teito Monogatari,Novel,Toei Video,Historical,Madhouse
950,1149,12,FALSE,4870,4670,6737,13,2833,6.7,Choujuushin Gravion Zwei,Original,unknown,Adventure,Gonzo
951,1151,4,FALSE,3587,3871,10552,42,4957,7.02,Dominion,Manga,Toshiba Entertainment,Sci-Fi,Agent 21
952,1152,6,FALSE,3606,4638,6827,21,3161,7.02,New Dominion Tank Police,Unknown,Sanctuary,Police,J.C.Staff
953,1153,6,FALSE,5519,4713,6566,29,2376,6.56,Crying Freeman,Manga,unknown,Action,Toei Animation
954,1154,1,FALSE,8243,9025,904,8,338,5.8,Mother: Saigo no Shoujo Eve,Unknown,unknown,Adventure,Toei Animation
955,1155,6,FALSE,7684,8124,1403,2,429,6.01,Melty Lancer,Game,unknown,Adventure,Gonzo
956,1156,4,FALSE,7262,4512,7331,11,3163,6.14,I: Wish You Were Here,Original,GDH,Action,Gonzo
957,1157,25,FALSE,6707,2350,29153,86,12482,6.28,Final Fantasy: Unlimited,Game,TV Tokyo,Action,Gonzo
958,1158,3,FALSE,6100,7300,2044,5,860,6.42,Geobreeders: File-X Chibi Neko Dakkan,Manga,Victor Entertainment,Adventure,Chaos Project
959,1159,4,FALSE,5835,8432,1220,2,503,6.49,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Manga,Chaos Project,Adventure,unknown
960,1160,1,FALSE,8749,6785,2596,0,1067,5.58,Gundress,Unknown,Nikkatsu,Action,unknown
961,1161,25,FALSE,4723,5427,4608,8,1433,6.74,Maze?Bakunetsu Jikuu (TV),Manga,Kadokawa Shoten,Adventure,J.C.Staff
962,1162,2,FALSE,7078,7025,2310,2,927,6.19,Maze?Bakunetsu Jikuu,Manga,Kadokawa Shoten,Adventure,J.C.Staff
963,1163,48,FALSE,5713,4342,8071,15,1732,6.52,Neo Ranga,Original,Pony Canyon,Adventure,Studio Pierrot
964,1164,24,FALSE,2788,3279,15599,66,6959,7.22,Mahou Senshi Louie,Light novel,unknown,Adventure,J.C.Staff
965,1165,4,FALSE,5074,6024,3561,2,1449,6.66,Sakura Taisen: Ouka Kenran,Game,unknown,Adventure,Madhouse
966,1166,6,FALSE,3886,6524,2915,8,1088,6.94,Sakura Taisen: Gouka Kenran,Unknown,animate Film,Adventure,unknown
967,1167,12,FALSE,7486,4701,6622,7,2031,6.08,Samurai Gun,Manga,Avex Entertainment,Action,Studio Egg
968,1168,10,FALSE,2516,4773,6384,10,2827,7.29,Musekinin Kanchou Tylor OVA,Unknown,d-rights,Adventure,Studio Deen
969,1169,3,FALSE,4373,5683,4119,12,1500,6.81,Green Legend Ran,Original,AIC,Adventure,unknown
970,1171,3,FALSE,2074,3236,15977,14,8117,7.4,Slayers Excellent,Light novel,Bandai Visual,Adventure,J.C.Staff
971,1172,26,FALSE,709,1942,40028,203,22672,7.9,Slayers Try,Light novel,SoftX,Adventure,J.C.Staff
972,1174,1,FALSE,3840,3338,15043,41,5982,6.95,Munto,Original,unknown,Magic,Kyoto Animation
973,1176,2,FALSE,8371,8595,1119,1,400,5.75,Unkai no Meikyuu Zeguy,Original,KSS,Action,unknown
974,1178,3,FALSE,5521,5870,3812,14,1739,6.56,Detonator Orgun,Original,Darts,Action,AIC
975,1179,26,FALSE,3030,5529,4401,22,1182,7.16,Gakuen Senki Muryou,Original,Starchild Records,Sci-Fi,Madhouse
976,1180,25,FALSE,3551,4677,6712,34,1917,7.03,Hyper Police,Manga,Kadokawa Shoten,Action,Studio Pierrot
977,1182,6,FALSE,4820,4294,8291,46,3318,6.72,Shamanic Princess,Original,Bandai Visual,Action,Triangle Staff
978,1183,3,FALSE,8414,6640,2763,5,1143,5.73,Variable Geo,Game,KSS,Action,unknown
979,1184,26,FALSE,3436,3729,11555,46,4767,7.06,Lost Universe,Light novel,SoftX,Adventure,E&G Films
980,1185,6,FALSE,5474,5833,3874,6,1530,6.57,Battle Athletess Daiundoukai,Original,TV Tokyo,Action,AIC
981,1186,26,FALSE,3689,4918,5958,27,2262,6.99,Battle Athletess Daiundoukai (TV),Original,TV Tokyo,Action,AIC
982,1187,3,FALSE,5048,4056,9497,6,5248,6.66,DNA² OVA,Manga,Bandai Visual,Comedy,Madhouse
983,1188,24,FALSE,6999,7663,1739,1,589,6.21,Momoiro Sisters,4-koma manga,unknown,Comedy,Studio Deen
984,1189,26,FALSE,5336,5324,4864,7,1776,6.6,Eden's Bowy,Manga,Bandai Visual,Action,Studio Deen
985,1190,1,FALSE,1852,3543,13154,47,7247,7.45,Tennis no Ouji-sama: Sonzoku Yama no Hi,Unknown,unknown,Adventure,Production I.G
986,1191,6,FALSE,2523,4182,8785,20,4738,7.29,Saber Marionette J Again,Novel,Bandai Visual,Action,Hal Film Maker
987,1193,13,FALSE,6147,5756,3988,7,1196,6.41,Happy Seven: The TV Manga,Light novel,Trinet Entertainment,Comedy,Studio Hibari
988,1194,12,FALSE,4871,3282,15580,29,6598,6.7,Coyote Ragtime Show,Original,unknown,Action,ufotable
989,1195,13,FALSE,1655,97,501230,7133,292437,7.51,Zero no Tsukaima,Light novel,Genco,Action,J.C.Staff
990,1196,12,FALSE,2437,4622,6878,50,2526,7.31,Masuda Kousuke Gekijou Gag Manga Biyori,Manga,Bandai Visual,Comedy,Artland
991,1198,12,FALSE,5031,3264,15724,21,6279,6.67,Tsuyokiss,Visual novel,Three Fat Samurai,Comedy,Trinet Entertainment
992,1199,0,TRUE,3087,6072,3495,52,1125,7.15,Nintama Rantarou,Manga,NHK,Comedy,Ajia-Do
993,1202,1,FALSE,6946,3722,11599,16,5996,6.22,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,Game,Banpresto,Action,Trans Arts
994,1203,1,FALSE,1775,4877,6030,8,2280,7.47,Nitaboh,Unknown,WAO World,Historical,unknown
995,1204,1,FALSE,4850,4960,5794,21,2534,6.71,Kujira no Chouyaku,Original,Bandai Visual,Drama,Tamura Shigeru Studio
996,1205,6,FALSE,2809,2978,18804,92,8687,7.21,Aru Tabibito no Nikki,Original,Robot Communications,Adventure,unknown
997,1206,1,FALSE,2389,5278,4951,22,1697,7.32,Ihatov Gensou: Kenji no Haru,Unknown,Group TAC,Drama,unknown
998,1207,1,FALSE,3491,6416,3038,16,1099,7.05,Wata no Kuni Hoshi,Manga,unknown,Drama,Mushi Production
999,1208,1,FALSE,3930,6739,2651,6,1026,6.93,Tatsu no Ko Tarou,Novel,unknown,Adventure,Toei Animation
1000,1209,1,FALSE,3323,4858,6074,4,2844,7.09,Nasu: Andalusia no Natsu,Manga,VAP,Action,Madhouse
1001,1210,24,FALSE,194,141,416840,17087,202628,8.37,NHK ni Youkoso!,Novel,NHK,Comedy,Gonzo
1002,1211,1,FALSE,933,3853,10684,56,5621,7.78,Macross Plus Movie Edition,Original,Studio Nue,Action,Triangle Staff
1003,1212,26,FALSE,1582,2153,33700,401,17355,7.53,Oban Star-Racers,Original,Sav! The World Productions,Adventure,Hal Film Maker
1004,1214,10,FALSE,3936,3309,15305,20,5021,6.92,Binbou Shimai Monogatari,Manga,TV Asahi,Slice of Life,Toei Animation
1005,1215,3,FALSE,2828,3073,17699,49,9880,7.21,Mobile Suit Gundam SEED C.E.73: Stargazer,Original,unknown,Space,Sunrise
1006,1216,1,FALSE,8764,4472,7482,3,3980,5.57,Boku wa Konomama Kaeranai,Manga,Soft Garage,Drama,J.C.Staff
1007,1217,1,FALSE,6038,4922,5946,5,3063,6.44,Seikimatsu?Darling,Manga,Horannabi,Comedy,unknown
1008,1218,13,FALSE,4400,2032,37296,43,18513,6.81,Tonagura!,Manga,Starchild Records,Comedy,Daume
1009,1219,24,FALSE,4196,3156,16728,36,6539,6.85,Chocotto Sister,Manga,unknown,Comedy,Nomad
1010,1220,1,FALSE,7999,4116,9182,4,4038,5.89,Hoshizora Kiseki,Original,unknown,Romance,CoMix Wave Films
1011,1221,52,FALSE,6178,3003,18543,107,6493,6.4,Demashita! Powerpuff Girls Z,Other,TV Tokyo,Action,Toei Animation
1012,1222,26,FALSE,1859,571,161672,2026,71370,7.44,Bokura ga Ita,Manga,Marvelous,Slice of Life,Artland
1013,1223,1,FALSE,8048,4433,7678,4,4498,5.87,Ame to Shoujo to Watashi no Tegami,Unknown,unknown,Shoujo,unknown
1014,1224,13,FALSE,7058,3854,10662,17,3512,6.19,Aquarian Age: Sign for Evolution,Original,Broccoli,Action,Madhouse
1015,1225,3,FALSE,3420,3850,10697,37,5608,7.06,3x3 Eyes Seima Densetsu,Manga,Toei Animation,Action,Studio Junio
1016,1226,13,FALSE,7653,4836,6142,2,2020,6.02,Seihou Tenshi Angel Links,Unknown,unknown,Action,Sunrise
1017,1227,4,FALSE,8151,7661,1742,4,557,5.84,Shuten Douji,Manga,Dynamic Planning,Space,Nippon Animation
1018,1228,2,FALSE,7388,6875,2480,2,1089,6.1,Chivas 1-2-3,Manga,Teichiku Entertainment,Action,Daume
1019,1230,12,FALSE,4013,2738,22239,54,8749,6.9,Innocent Venus,Original,Bandai Visual,Adventure,"""Brains Base"""
1020,1231,26,FALSE,2205,3827,10860,36,5608,7.37,Saber Marionette J to X,Unknown,TV Tokyo,Action,Hal Film Maker
1021,1232,3,FALSE,4936,4926,5928,5,2767,6.69,Saber Marionette R,Unknown,Bandai Visual,Action,Zero-G Room
1022,1233,7,FALSE,5512,5288,4939,8,2008,6.56,Aozora Shoujo-tai,Unknown,Studio Fantasia,Action,unknown
1023,1234,1,FALSE,7361,6320,3152,1,1289,6.11,Hand Maid Mai,Original,Lantis,Comedy,Tokyo Kids
1024,1235,5,FALSE,5572,5128,5328,2,2879,6.55,I''s Pure Bonus,Manga,unknown,Ecchi,Studio Pierrot
1025,1236,73,FALSE,2833,7779,1637,17,482,7.21,SF Saiyuuki Starzinger,Original,unknown,Adventure,Toei Animation
1026,1237,1,FALSE,2199,2823,20962,18,10230,7.37,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,Manga,unknown,Action,Toei Animation
1027,1238,1,FALSE,1876,2877,20147,8,9706,7.44,One Piece: Mamore! Saigo no Dai Butai,Manga,unknown,Adventure,Toei Animation
1028,1239,39,FALSE,1227,1319,69686,412,37471,7.65,Bishoujo Senshi Sailor Moon SuperS,Manga,TV Asahi,Drama,Toei Animation
1029,1240,1,FALSE,1303,2346,29212,58,16215,7.62,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Manga,unknown,Drama,Toei Animation
1030,1241,1,FALSE,1671,3019,18386,52,10447,7.5,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,Original,Mainichi Broadcasting System,Space,Sunrise
1031,1243,24,FALSE,4260,2620,23995,55,7753,6.84,Night Head Genesis,Manga,Actas,Sci-Fi,Bee Media
1032,1244,3,FALSE,8623,8243,1326,2,431,5.64,Ankoku Shindenshou Takegami,Original,unknown,Action,J.C.Staff
1033,1245,1,FALSE,7849,4949,5850,11,2534,5.95,Shihaisha no Tasogare,Manga,Toei Video,Action,Madhouse
1034,1246,13,FALSE,2843,4315,8214,24,2432,7.21,Yuugo: Koushounin,Manga,G&G Entertainment,Action,Artland
1035,1247,6,FALSE,4523,6884,2463,5,779,6.78,Project BLUE Chikyuu SOS,Unknown,unknown,Adventure,A.C.G.T.
1036,1248,1,FALSE,3826,4661,6765,10,3253,6.96,Zone of the Enders: 2167 Idolo,Game,AT-X,Action,Sunrise
1037,1249,26,FALSE,3619,4252,8447,29,3013,7.02,"Zone of the Enders: Dolores, I",Game,AT-X,Action,Sunrise
1038,1250,26,FALSE,2148,1232,75745,477,35622,7.38,Erementar Gerad,Manga,TV Tokyo,Adventure,Xebec
1039,1251,39,FALSE,1361,2010,37869,349,11718,7.6,Fushigi no Umi no Nadia,Original,NHK,Adventure,Gainax
